DHI,DNI,GHI,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed,Time
0,0,0,15,970,79.56,123.71,91.3,2.0,2002-01-10 04:00:00
0,0,0,15,970,82.06,110.16,90.3,2.2,2002-01-10 05:00:00
0,0,0,15,970,81.91,96.88,88.4,2.4000000000000004,2002-01-10 06:00:00
46,89,56,17,980,73.99,84.01,87.60000000000001,2.4000000000000004,2002-01-10 07:00:00
114,468,260,21,980,62.65,71.8,89.2,2.0,2002-01-10 08:00:00
153,634,464,25,980,45.01,60.65,94.7,2.4000000000000004,2002-01-10 09:00:00
175,722,627,27,980,38.39,51.28,95.7,2.1,2002-01-10 10:00:00
187,765,730,28,970,35.02,44.82,97.2,1.7000000000000002,2002-01-10 11:00:00
190,778,763,29,970,32.92,42.63,98.6,1.4,2002-01-10 12:00:00
186,762,722,29,970,32.12,45.32,98.6,1.1,2002-01-10 13:00:00
173,714,611,28,970,32.55,52.14,97.3,1.0,2002-01-10 14:00:00
149,619,442,27,970,34.67,61.74,96.7,1.1,2002-01-10 15:00:00
108,442,237,25,970,44.13,73.03,100.5,1.2000000000000002,2002-01-10 16:00:00
24,0,24,22,970,57.42,85.32000000000001,107.1,1.5,2002-01-10 17:00:00
0,0,0,21,970,58.74,98.24,113.8,1.8,2002-01-10 18:00:00
0,0,0,20,970,59.76,111.56,120.3,2.0,2002-01-10 19:00:00
0,0,0,20,970,61.23,125.15,123.8,2.1,2002-01-10 20:00:00
0,0,0,19,970,62.91,138.9,125.0,1.9,2002-01-10 21:00:00
0,0,0,18,970,64.31,152.76,125.8,1.7000000000000002,2002-01-10 22:00:00
0,0,0,18,970,65.4,166.67000000000002,126.2,1.5,2002-01-10 23:00:00
0,0,0,17,970,66.24,178.57,123.6,1.3,2002-01-11 00:00:00
0,0,0,17,970,69.68,165.29,119.1,1.1,2002-01-11 01:00:00
0,0,0,16,970,66.67,151.38,116.5,0.9,2002-01-11 02:00:00
0,0,0,16,970,70.55,137.52,118.4,0.7000000000000001,2002-01-11 03:00:00
0,0,0,15,970,70.83,123.78,121.3,0.6000000000000001,2002-01-11 04:00:00
0,0,0,15,970,72.48,110.21,114.7,0.4,2002-01-11 05:00:00
0,0,0,15,970,75.18,96.91,102.7,0.4,2002-01-11 06:00:00
46,88,56,18,970,81.2,84.03,99.3,0.4,2002-01-11 07:00:00
114,469,261,21,970,55.7,71.8,111.9,0.4,2002-01-11 08:00:00
153,635,464,26,970,41.8,60.620000000000005,95.7,0.6000000000000001,2002-01-11 09:00:00
175,723,628,28,970,33.7,51.21,68.60000000000001,0.9,2002-01-11 10:00:00
187,766,732,29,970,30.49,44.71,62.3,1.0,2002-01-11 11:00:00
190,778,765,30,970,28.9,42.47,65.8,1.0,2002-01-11 12:00:00
186,763,724,30,970,28.62,45.14,71.5,1.0,2002-01-11 13:00:00
173,715,614,29,970,29.27,51.96,79.5,1.0,2002-01-11 14:00:00
150,622,446,28,970,31.32,61.57,88.30000000000001,1.0,2002-01-11 15:00:00
118,414,240,25,970,41.92,72.87,107.9,1.1,2002-01-11 16:00:00
26,0,26,23,970,54.88,85.17,127.2,1.5,2002-01-11 17:00:00
0,0,0,22,970,55.91,98.11,139.1,1.6,2002-01-11 18:00:00
0,0,0,21,970,57.13,111.44,149.20000000000002,1.7000000000000002,2002-01-11 19:00:00
0,0,0,20,970,58.85,125.03,158.9,1.5,2002-01-11 20:00:00
0,0,0,19,970,60.1,138.79,168.9,1.3,2002-01-11 21:00:00
0,0,0,18,970,62.25,152.66,177.20000000000002,1.2000000000000002,2002-01-11 22:00:00
0,0,0,18,970,63.690000000000005,166.58,183.5,1.2000000000000002,2002-01-11 23:00:00
0,0,0,17,970,66.6,178.76,190.9,1.1,2002-01-12 00:00:00
0,0,0,16,970,64.72,165.38,204.3,1.0,2002-01-12 01:00:00
0,0,0,16,970,68.06,151.46,222.4,1.0,2002-01-12 02:00:00
0,0,0,15,970,65.66,137.59,237.7,1.1,2002-01-12 03:00:00
0,0,0,15,970,68.59,123.84,247.5,1.2000000000000002,2002-01-12 04:00:00
0,0,0,14,970,70.11,110.26,254.3,1.3,2002-01-12 05:00:00
0,0,0,14,970,75.34,96.95,261.3,1.3,2002-01-12 06:00:00
46,87,56,17,970,66.0,84.04,267.3,1.2000000000000002,2002-01-12 07:00:00
114,474,263,21,970,54.04,71.79,269.8,0.9,2002-01-12 08:00:00
153,642,469,25,970,38.65,60.59,303.3,0.6000000000000001,2002-01-12 09:00:00
176,731,635,29,970,29.98,51.14,347.90000000000003,1.0,2002-01-12 10:00:00
188,775,740,30,970,25.52,44.59,1.4,1.2000000000000002,2002-01-12 11:00:00
191,788,775,31,970,23.13,42.31,7.4,1.3,2002-01-12 12:00:00
187,773,735,31,970,21.72,44.96,10.0,1.4,2002-01-12 13:00:00
175,726,624,31,970,21.35,51.78,9.1,1.4,2002-01-12 14:00:00
151,633,455,29,970,22.53,61.4,8.1,1.2000000000000002,2002-01-12 15:00:00
148,322,244,27,970,36.78,72.71000000000001,12.7,1.0,2002-01-12 16:00:00
25,0,25,24,970,42.27,85.03,16.3,0.8,2002-01-12 17:00:00
0,0,0,23,970,43.85,97.97,6.4,0.6000000000000001,2002-01-12 18:00:00
0,0,0,22,970,38.78,111.31,343.3,0.5,2002-01-12 19:00:00
0,0,0,21,970,43.46,124.91,329.20000000000005,0.6000000000000001,2002-01-12 20:00:00
0,0,0,20,970,37.29,138.68,327.90000000000003,0.8,2002-01-12 21:00:00
0,0,0,19,970,46.72,152.56,331.40000000000003,1.0,2002-01-12 22:00:00
0,0,0,18,970,41.35,166.5,339.1,1.2000000000000002,2002-01-12 23:00:00
0,0,0,17,970,40.95,178.94,352.3,1.2000000000000002,2002-01-13 00:00:00
0,0,0,17,970,40.57,165.47,8.4,1.3,2002-01-13 01:00:00
0,0,0,16,970,40.4,151.54,23.6,1.4,2002-01-13 02:00:00
0,0,0,15,970,40.81,137.66,41.3,1.3,2002-01-13 03:00:00
0,0,0,15,970,41.25,123.89,62.8,1.3,2002-01-13 04:00:00
0,0,0,14,970,42.17,110.3,83.80000000000001,1.4,2002-01-13 05:00:00
0,0,0,14,970,47.68,96.98,102.2,1.5,2002-01-13 06:00:00
48,106,59,18,970,37.86,84.06,116.8,1.6,2002-01-13 07:00:00
115,478,265,20,970,33.730000000000004,71.78,126.3,1.3,2002-01-13 08:00:00
154,645,471,24,970,30.41,60.54,125.9,1.1,2002-01-13 09:00:00
176,732,637,28,970,21.55,51.06,104.9,1.2000000000000002,2002-01-13 10:00:00
188,775,742,31,970,18.31,44.46,86.4,1.1,2002-01-13 11:00:00
191,788,776,32,970,17.41,42.15,71.3,1.0,2002-01-13 12:00:00
187,772,736,32,970,17.39,44.77,59.6,1.0,2002-01-13 13:00:00
175,725,625,31,970,18.16,51.6,62.900000000000006,0.9,2002-01-13 14:00:00
151,632,456,29,970,20.44,61.23,82.9,0.9,2002-01-13 15:00:00
149,329,248,27,970,33.52,72.55,114.2,1.2000000000000002,2002-01-13 16:00:00
27,0,27,24,970,42.49,84.88,132.70000000000002,1.7000000000000002,2002-01-13 17:00:00
0,0,0,22,970,43.67,97.83,143.20000000000002,2.1,2002-01-13 18:00:00
0,0,0,22,970,44.98,111.18,152.0,2.5,2002-01-13 19:00:00
0,0,0,21,970,46.33,124.79,156.8,2.7,2002-01-13 20:00:00
0,0,0,20,970,48.44,138.57,160.60000000000002,2.6,2002-01-13 21:00:00
0,0,0,19,970,50.73,152.46,165.9,2.5,2002-01-13 22:00:00
0,0,0,19,970,52.81,166.41,172.3,2.3000000000000003,2002-01-13 23:00:00
0,0,0,18,970,54.53,179.13,178.0,2.2,2002-01-14 00:00:00
0,0,0,17,970,56.04,165.56,182.8,2.1,2002-01-14 01:00:00
0,0,0,17,970,57.7,151.61,188.4,2.1,2002-01-14 02:00:00
0,0,0,16,970,59.07,137.72,193.4,2.1,2002-01-14 03:00:00
0,0,0,16,970,60.44,123.95,196.1,2.2,2002-01-14 04:00:00
0,0,0,15,970,61.88,110.34,197.5,2.2,2002-01-14 05:00:00
0,0,0,15,970,63.22,97.0,198.4,2.3000000000000003,2002-01-14 06:00:00
45,49,51,18,970,55.79,84.06,199.5,2.2,2002-01-14 07:00:00
115,475,264,22,970,45.18,71.76,200.0,1.8,2002-01-14 08:00:00
154,642,470,26,970,36.38,60.5,199.8,1.4,2002-01-14 09:00:00
176,730,636,30,970,24.63,50.97,204.1,1.2000000000000002,2002-01-14 10:00:00
188,774,742,32,970,21.59,44.33,216.6,0.9,2002-01-14 11:00:00
191,786,776,33,970,20.33,41.97,226.0,0.7000000000000001,2002-01-14 12:00:00
187,771,737,33,970,20.03,44.58,225.8,0.7000000000000001,2002-01-14 13:00:00
175,724,627,32,960,20.67,51.41,211.7,0.8,2002-01-14 14:00:00
151,632,457,30,960,22.77,61.05,199.3,1.0,2002-01-14 15:00:00
111,459,250,28,960,35.67,72.38,186.4,1.4,2002-01-14 16:00:00
32,5,33,25,970,46.3,84.73,180.10000000000002,1.9,2002-01-14 17:00:00
0,0,0,24,970,47.08,97.69,179.10000000000002,2.4000000000000004,2002-01-14 18:00:00
0,0,0,23,970,47.61,111.05,180.9,2.8000000000000003,2002-01-14 19:00:00
0,0,0,22,970,48.82,124.67,182.3,3.0,2002-01-14 20:00:00
0,0,0,21,970,50.54,138.47,183.5,3.1,2002-01-14 21:00:00
0,0,0,20,970,52.52,152.37,185.1,3.1,2002-01-14 22:00:00
0,0,0,19,970,54.45,166.33,187.6,3.1,2002-01-14 23:00:00
0,0,0,19,970,56.51,179.33,191.3,3.1,2002-01-15 00:00:00
0,0,0,18,970,58.79,165.65,196.6,3.1,2002-01-15 01:00:00
0,0,0,17,970,61.26,151.68,203.3,3.1,2002-01-15 02:00:00
0,0,0,17,970,64.07000000000001,137.78,209.6,3.2,2002-01-15 03:00:00
0,0,0,16,970,67.42,123.99,216.3,3.2,2002-01-15 04:00:00
0,0,0,15,970,70.61,110.38,223.3,3.2,2002-01-15 05:00:00
0,0,0,15,970,72.68,97.02,228.9,3.1,2002-01-15 06:00:00
46,87,55,18,970,63.5,84.06,229.9,2.8000000000000003,2002-01-15 07:00:00
113,461,258,22,970,53.86,71.74,226.5,2.2,2002-01-15 08:00:00
152,627,461,26,970,41.48,60.44,224.0,2.3000000000000003,2002-01-15 09:00:00
174,715,626,30,970,32.19,50.88,222.4,2.7,2002-01-15 10:00:00
186,759,730,32,970,28.43,44.19,218.8,2.7,2002-01-15 11:00:00
190,771,765,33,970,27.07,41.79,216.9,2.7,2002-01-15 12:00:00
186,756,726,33,970,26.96,44.38,217.0,2.7,2002-01-15 13:00:00
173,709,617,32,970,27.82,51.21,216.3,2.6,2002-01-15 14:00:00
150,617,451,31,960,30.05,60.870000000000005,212.5,2.6,2002-01-15 15:00:00
110,447,247,28,960,40.09,72.22,209.4,2.4000000000000004,2002-01-15 16:00:00
32,0,32,26,970,53.44,84.57000000000001,207.8,2.2,2002-01-15 17:00:00
0,0,0,25,970,56.32,97.56,202.8,2.2,2002-01-15 18:00:00
0,0,0,24,970,57.57,110.93,199.7,2.4000000000000004,2002-01-15 19:00:00
0,0,0,23,970,59.03,124.56,201.0,2.6,2002-01-15 20:00:00
0,0,0,22,970,61.14,138.36,207.2,2.7,2002-01-15 21:00:00
0,0,0,21,970,63.45,152.27,215.4,2.8000000000000003,2002-01-15 22:00:00
0,0,0,21,970,65.8,166.24,226.0,2.8000000000000003,2002-01-15 23:00:00
0,0,0,20,970,67.85,179.53,238.4,2.9000000000000004,2002-01-16 00:00:00
0,0,0,19,970,69.25,165.73,250.9,3.0,2002-01-16 01:00:00
0,0,0,18,970,70.76,151.75,261.2,3.1,2002-01-16 02:00:00
0,0,0,18,970,72.81,137.84,270.6,3.0,2002-01-16 03:00:00
0,0,0,17,970,75.64,124.04,280.0,2.9000000000000004,2002-01-16 04:00:00
0,0,0,16,970,78.48,110.41,288.6,2.9000000000000004,2002-01-16 05:00:00
0,0,0,16,970,79.71000000000001,97.04,294.5,2.8000000000000003,2002-01-16 06:00:00
45,49,51,18,970,69.93,84.06,296.7,2.3000000000000003,2002-01-16 07:00:00
113,455,256,22,970,56.65,71.71000000000001,302.0,1.9,2002-01-16 08:00:00
151,621,458,27,970,40.97,60.38,303.7,2.1,2002-01-16 09:00:00
174,709,622,30,970,33.9,50.78,296.3,1.8,2002-01-16 10:00:00
186,753,728,31,970,30.42,44.04,281.0,1.5,2002-01-16 11:00:00
189,766,763,32,970,28.78,41.6,265.5,1.5,2002-01-16 12:00:00
185,751,724,32,970,28.41,44.18,255.7,1.5,2002-01-16 13:00:00
173,705,617,32,960,29.08,51.01,252.5,1.8,2002-01-16 14:00:00
150,614,451,30,960,30.99,60.68,255.9,2.1,2002-01-16 15:00:00
111,446,248,28,960,39.6,72.05,266.90000000000003,2.1,2002-01-16 16:00:00
37,16,39,25,970,53.14,84.42,284.5,2.0,2002-01-16 17:00:00
0,0,0,24,970,55.67,97.42,298.7,2.1,2002-01-16 18:00:00
0,0,0,23,970,57.49,110.8,308.90000000000003,2.1,2002-01-16 19:00:00
0,0,0,23,970,59.56,124.44,320.6,2.0,2002-01-16 20:00:00
0,0,0,22,970,62.120000000000005,138.25,331.40000000000003,2.0,2002-01-16 21:00:00
0,0,0,21,970,64.78,152.17000000000002,338.3,1.9,2002-01-16 22:00:00
0,0,0,20,970,67.24,166.16,340.8,1.8,2002-01-16 23:00:00
0,0,0,20,970,69.27,179.73,338.90000000000003,1.8,2002-01-17 00:00:00
0,0,0,19,970,71.35000000000001,165.8,334.0,1.9,2002-01-17 01:00:00
0,0,0,18,970,73.85000000000001,151.81,322.6,1.9,2002-01-17 02:00:00
0,0,0,18,970,76.10000000000001,137.89,307.20000000000005,1.8,2002-01-17 03:00:00
0,0,0,17,970,78.62,124.08,294.90000000000003,1.8,2002-01-17 04:00:00
0,0,0,17,970,81.03,110.43,287.0,1.8,2002-01-17 05:00:00
0,0,0,17,970,82.91,97.05,281.0,1.7000000000000002,2002-01-17 06:00:00
45,87,55,19,970,72.68,84.05,274.6,1.4,2002-01-17 07:00:00
112,453,255,23,970,54.43,71.68,272.0,1.1,2002-01-17 08:00:00
151,618,457,27,970,40.83,60.32,252.8,1.2000000000000002,2002-01-17 09:00:00
173,706,621,30,970,36.56,50.67,246.1,1.3,2002-01-17 10:00:00
185,751,727,31,970,34.13,43.89,245.7,1.6,2002-01-17 11:00:00
189,764,763,32,970,32.87,41.41,247.5,1.8,2002-01-17 12:00:00
185,750,725,32,960,32.7,43.97,250.2,2.0,2002-01-17 13:00:00
173,705,619,31,960,33.56,50.81,248.8,2.2,2002-01-17 14:00:00
150,615,453,30,960,35.910000000000004,60.5,246.3,2.3000000000000003,2002-01-17 15:00:00
111,448,251,28,960,43.46,71.88,247.0,2.1,2002-01-17 16:00:00
41,42,46,26,960,58.97,84.27,258.8,1.7000000000000002,2002-01-17 17:00:00
0,0,0,26,960,62.22,97.28,276.40000000000003,1.4,2002-01-17 18:00:00
0,0,0,25,960,64.16,110.68,295.5,1.3,2002-01-17 19:00:00
0,0,0,24,970,65.57000000000001,124.33,310.70000000000005,1.3,2002-01-17 20:00:00
0,0,0,24,970,67.03,138.15,318.1,1.5,2002-01-17 21:00:00
0,0,0,23,970,68.4,152.08,317.5,1.6,2002-01-17 22:00:00
0,0,0,22,960,69.57000000000001,166.08,312.6,1.7000000000000002,2002-01-17 23:00:00
0,0,0,22,960,70.62,179.9,307.5,1.8,2002-01-18 00:00:00
0,0,0,21,960,71.9,165.87,303.2,1.9,2002-01-18 01:00:00
0,0,0,20,960,73.93,151.87,295.8,1.9,2002-01-18 02:00:00
0,0,0,19,960,75.04,137.94,285.1,1.9,2002-01-18 03:00:00
0,0,0,18,960,75.01,124.11,275.5,2.0,2002-01-18 04:00:00
0,0,0,17,960,75.14,110.46,269.0,2.1,2002-01-18 05:00:00
0,0,0,17,970,73.81,97.05,265.0,2.2,2002-01-18 06:00:00
46,88,56,18,970,64.06,84.04,262.8,1.9,2002-01-18 07:00:00
113,457,257,22,970,48.05,71.64,264.0,1.7000000000000002,2002-01-18 08:00:00
152,623,461,26,970,34.36,60.25,254.9,1.9,2002-01-18 09:00:00
174,711,626,28,970,31.35,50.56,245.0,2.0,2002-01-18 10:00:00
186,756,732,30,970,30.93,43.73,238.5,2.2,2002-01-18 11:00:00
190,768,768,31,960,31.29,41.21,237.6,2.4000000000000004,2002-01-18 12:00:00
186,753,730,31,960,32.22,43.76,240.6,2.5,2002-01-18 13:00:00
173,707,622,31,960,34.12,50.61,243.7,2.6,2002-01-18 14:00:00
151,617,456,29,960,37.27,60.31,247.2,2.7,2002-01-18 15:00:00
112,449,253,27,960,43.88,71.71000000000001,259.0,2.5,2002-01-18 16:00:00
37,12,39,25,960,56.15,84.12,285.3,2.3000000000000003,2002-01-18 17:00:00
0,0,0,25,960,55.92,97.14,308.6,2.4000000000000004,2002-01-18 18:00:00
0,0,0,24,970,54.25,110.55,326.0,2.5,2002-01-18 19:00:00
0,0,0,23,970,53.63,124.21,338.5,2.6,2002-01-18 20:00:00
0,0,0,22,970,53.49,138.05,348.90000000000003,2.6,2002-01-18 21:00:00
0,0,0,21,970,52.76,151.99,356.6,2.6,2002-01-18 22:00:00
0,0,0,20,970,52.11,165.99,2.1,2.5,2002-01-18 23:00:00
0,0,0,20,970,51.54,179.81,6.6000000000000005,2.4000000000000004,2002-01-19 00:00:00
0,0,0,19,970,51.19,165.93,10.9,2.3000000000000003,2002-01-19 01:00:00
0,0,0,19,970,51.36,151.93,16.7,2.2,2002-01-19 02:00:00
0,0,0,18,960,53.16,137.98,24.700000000000003,2.0,2002-01-19 03:00:00
0,0,0,18,970,56.5,124.15,37.7,1.7000000000000002,2002-01-19 04:00:00
0,0,0,18,970,60.57,110.47,55.400000000000006,1.5,2002-01-19 05:00:00
0,0,0,18,970,64.61,97.05,74.4,1.3,2002-01-19 06:00:00
46,51,52,20,970,57.17,84.02,93.2,1.1,2002-01-19 07:00:00
112,451,255,23,970,46.75,71.59,122.2,1.2000000000000002,2002-01-19 08:00:00
151,614,457,27,970,41.74,60.17,156.0,1.3,2002-01-19 09:00:00
173,702,620,29,970,38.55,50.44,179.3,1.5,2002-01-19 10:00:00
263,619,712,30,970,37.01,43.56,189.8,1.8,2002-01-19 11:00:00
189,759,762,31,970,37.23,41.0,195.5,2.0,2002-01-19 12:00:00
366,204,514,30,960,38.72,43.54,199.6,2.1,2002-01-19 13:00:00
281,31,301,29,960,40.54,50.4,203.6,2.1,2002-01-19 14:00:00
238,98,287,28,960,43.07,60.120000000000005,204.4,2.0,2002-01-19 15:00:00
167,245,245,27,960,48.870000000000005,71.54,203.1,1.7000000000000002,2002-01-19 16:00:00
11,0,11,25,960,64.57000000000001,83.97,200.4,1.3,2002-01-19 17:00:00
0,0,0,25,970,67.2,97.0,192.5,1.1,2002-01-19 18:00:00
0,0,0,25,970,68.09,110.43,182.7,1.1,2002-01-19 19:00:00
0,0,0,24,970,68.35000000000001,124.1,174.0,1.3,2002-01-19 20:00:00
0,0,0,24,970,69.68,137.94,174.0,1.6,2002-01-19 21:00:00
0,0,0,23,970,72.07000000000001,151.89,182.5,1.7000000000000002,2002-01-19 22:00:00
0,0,0,22,970,74.36,165.9,198.3,1.6,2002-01-19 23:00:00
0,0,0,22,970,75.72,179.6,222.1,1.6,2002-01-20 00:00:00
0,0,0,22,970,75.81,165.99,247.5,1.8,2002-01-20 01:00:00
0,0,0,21,970,74.65,151.98,267.3,2.2,2002-01-20 02:00:00
0,0,0,20,970,73.24,138.02,277.7,2.5,2002-01-20 03:00:00
0,0,0,20,970,71.93,124.17,282.40000000000003,2.7,2002-01-20 04:00:00
0,0,0,19,970,69.81,110.49,287.3,2.7,2002-01-20 05:00:00
0,0,0,18,970,66.46000000000001,97.05,293.2,2.7,2002-01-20 06:00:00
44,69,52,19,970,59.870000000000005,83.99,298.7,2.4000000000000004,2002-01-20 07:00:00
112,453,256,22,970,44.13,71.54,306.3,2.3000000000000003,2002-01-20 08:00:00
204,446,427,25,970,33.69,60.09,304.8,2.0,2002-01-20 09:00:00
174,708,626,28,970,28.41,50.31,292.5,1.6,2002-01-20 10:00:00
186,754,735,30,970,26.37,43.39,277.7,1.6,2002-01-20 11:00:00
190,770,773,31,970,25.96,40.79,270.90000000000003,1.8,2002-01-20 12:00:00
187,758,739,31,970,26.42,43.31,272.8,2.0,2002-01-20 13:00:00
209,639,619,30,970,27.56,50.19,274.1,2.3000000000000003,2002-01-20 14:00:00
153,630,468,29,970,29.63,59.93,276.8,2.5,2002-01-20 15:00:00
114,466,263,27,970,34.54,71.37,285.6,2.5,2002-01-20 16:00:00
38,11,40,24,970,46.9,83.81,302.40000000000003,2.5,2002-01-20 17:00:00
0,0,0,23,970,48.870000000000005,96.87,316.6,2.8000000000000003,2002-01-20 18:00:00
0,0,0,22,970,49.31,110.3,326.70000000000005,2.9000000000000004,2002-01-20 19:00:00
0,0,0,21,970,50.3,123.99,336.1,2.8000000000000003,2002-01-20 20:00:00
0,0,0,20,970,51.73,137.84,344.5,2.7,2002-01-20 21:00:00
0,0,0,20,970,54.04,151.8,351.6,2.6,2002-01-20 22:00:00
0,0,0,19,970,57.32,165.82,359.0,2.4000000000000004,2002-01-20 23:00:00
0,0,0,18,970,60.870000000000005,179.37,6.1000000000000005,2.3000000000000003,2002-01-21 00:00:00
0,0,0,17,970,64.78,166.04,11.9,2.2,2002-01-21 01:00:00
0,0,0,16,970,69.79,152.02,19.5,2.0,2002-01-21 02:00:00
0,0,0,16,970,75.44,138.06,31.4,1.8,2002-01-21 03:00:00
0,0,0,15,970,81.03,124.2,47.6,1.6,2002-01-21 04:00:00
0,0,0,15,970,85.83,110.5,64.7,1.6,2002-01-21 05:00:00
0,0,0,15,970,89.74,97.04,80.30000000000001,1.6,2002-01-21 06:00:00
47,91,57,17,970,85.41,83.97,91.8,1.6,2002-01-21 07:00:00
113,457,258,20,970,72.53,71.49,98.2,1.4,2002-01-21 08:00:00
151,619,461,24,970,50.28,60.0,129.0,1.5,2002-01-21 09:00:00
174,704,625,28,970,40.61,50.18,155.4,1.3,2002-01-21 10:00:00
185,746,730,31,970,36.5,43.21,193.3,1.2000000000000002,2002-01-21 11:00:00
189,759,766,32,970,35.050000000000004,40.57,230.4,1.4,2002-01-21 12:00:00
185,746,731,32,970,34.04,43.08,252.1,1.8,2002-01-21 13:00:00
286,83,340,31,960,33.6,49.97,263.2,2.1,2002-01-21 14:00:00
254,264,388,30,960,34.5,59.74,269.6,2.1,2002-01-21 15:00:00
143,91,173,28,960,40.0,71.2,280.1,1.9,2002-01-21 16:00:00
12,0,12,25,960,55.53,83.66,305.6,1.6,2002-01-21 17:00:00
0,0,0,25,970,58.0,96.73,332.8,1.6,2002-01-21 18:00:00
0,0,0,24,970,58.06,110.18,352.90000000000003,1.8,2002-01-21 19:00:00
0,0,0,23,970,58.94,123.88,2.8000000000000003,1.9,2002-01-21 20:00:00
0,0,0,22,970,59.15,137.74,7.9,1.9,2002-01-21 21:00:00
0,0,0,22,970,60.47,151.71,11.4,1.8,2002-01-21 22:00:00
0,0,0,21,970,62.3,165.73,11.4,1.7000000000000002,2002-01-21 23:00:00
0,0,0,20,970,63.690000000000005,179.14,6.7,1.6,2002-01-22 00:00:00
0,0,0,19,970,64.76,166.09,1.1,1.6,2002-01-22 01:00:00
0,0,0,19,970,65.72,152.06,359.1,1.6,2002-01-22 02:00:00
0,0,0,18,970,66.28,138.09,357.70000000000005,1.6,2002-01-22 03:00:00
0,0,0,18,970,66.75,124.21,356.40000000000003,1.6,2002-01-22 04:00:00
0,0,0,17,970,67.38,110.5,355.70000000000005,1.5,2002-01-22 05:00:00
0,0,0,18,970,64.82000000000001,97.03,354.5,1.3,2002-01-22 06:00:00
47,53,53,21,970,55.8,83.93,352.90000000000003,0.9,2002-01-22 07:00:00
113,455,258,25,970,41.6,71.43,359.3,0.4,2002-01-22 08:00:00
170,580,461,29,970,32.65,59.9,246.9,0.3,2002-01-22 09:00:00
249,544,599,31,970,28.45,50.04,239.6,0.9,2002-01-22 10:00:00
186,750,735,33,970,26.17,43.02,244.2,1.4,2002-01-22 11:00:00
190,765,774,34,970,24.92,40.35,251.9,1.9,2002-01-22 12:00:00
354,83,415,34,960,24.63,42.85,261.3,2.2,2002-01-22 13:00:00
327,303,523,33,960,25.27,49.75,265.0,2.6,2002-01-22 14:00:00
153,627,471,31,960,26.98,59.54,266.2,2.9000000000000004,2002-01-22 15:00:00
115,467,267,29,960,32.19,71.03,271.6,2.8000000000000003,2002-01-22 16:00:00
32,0,32,26,960,45.13,83.51,282.7,2.6,2002-01-22 17:00:00
0,0,0,25,970,49.2,96.59,293.40000000000003,2.6,2002-01-22 18:00:00
0,0,0,24,970,50.81,110.06,301.7,2.6,2002-01-22 19:00:00
0,0,0,23,970,51.48,123.77,310.70000000000005,2.7,2002-01-22 20:00:00
0,0,0,22,970,51.98,137.64,318.0,2.8000000000000003,2002-01-22 21:00:00
0,0,0,21,970,53.13,151.62,321.20000000000005,2.8000000000000003,2002-01-22 22:00:00
0,0,0,20,970,54.58,165.64,321.0,2.7,2002-01-22 23:00:00
0,0,0,19,970,55.83,178.91,317.6,2.6,2002-01-23 00:00:00
0,0,0,19,970,56.76,166.12,311.40000000000003,2.6,2002-01-23 01:00:00
0,0,0,18,970,57.74,152.09,306.3,2.6,2002-01-23 02:00:00
0,0,0,17,970,58.6,138.11,303.8,2.7,2002-01-23 03:00:00
0,0,0,17,970,59.49,124.23,303.1,2.7,2002-01-23 04:00:00
0,0,0,16,970,60.59,110.5,304.2,2.7,2002-01-23 05:00:00
0,0,0,16,970,60.86,97.01,306.7,2.7,2002-01-23 06:00:00
48,94,58,19,970,49.63,83.89,309.6,2.3000000000000003,2002-01-23 07:00:00
116,479,269,23,970,38.84,71.36,311.5,1.8,2002-01-23 08:00:00
155,646,480,28,970,26.57,59.8,305.7,1.7000000000000002,2002-01-23 09:00:00
177,734,651,31,970,22.09,49.9,287.6,1.5,2002-01-23 10:00:00
189,779,761,32,970,20.3,42.83,274.3,1.5,2002-01-23 11:00:00
193,792,800,33,970,19.23,40.12,268.6,1.5,2002-01-23 12:00:00
190,779,764,33,970,18.82,42.61,270.2,1.5,2002-01-23 13:00:00
178,736,656,32,970,19.02,49.53,276.8,1.7000000000000002,2002-01-23 14:00:00
156,650,487,31,970,20.1,59.35,285.1,1.8,2002-01-23 15:00:00
118,488,278,28,970,26.03,70.86,295.7,1.9,2002-01-23 16:00:00
48,43,53,25,970,39.43,83.36,306.6,2.2,2002-01-23 17:00:00
0,0,0,24,970,40.03,96.46,314.1,2.5,2002-01-23 18:00:00
0,0,0,23,970,40.04,109.94,318.70000000000005,2.7,2002-01-23 19:00:00
0,0,0,22,970,40.46,123.66,322.20000000000005,2.8000000000000003,2002-01-23 20:00:00
0,0,0,21,970,41.36,137.54,324.20000000000005,2.9000000000000004,2002-01-23 21:00:00
0,0,0,20,970,42.64,151.52,325.70000000000005,3.0,2002-01-23 22:00:00
0,0,0,19,970,44.12,165.55,327.3,3.0,2002-01-23 23:00:00
0,0,0,18,970,45.84,178.66,328.8,3.0,2002-01-24 00:00:00
0,0,0,18,970,47.37,166.15,329.6,3.0,2002-01-24 01:00:00
0,0,0,17,970,49.35,152.12,328.70000000000005,3.0,2002-01-24 02:00:00
0,0,0,16,970,51.18,138.13,326.8,2.9000000000000004,2002-01-24 03:00:00
0,0,0,16,970,52.94,124.24,324.0,2.7,2002-01-24 04:00:00
0,0,0,15,970,54.79,110.49,320.3,2.6,2002-01-24 05:00:00
0,0,0,15,970,56.29,96.99,315.90000000000003,2.4000000000000004,2002-01-24 06:00:00
