DHI,DNI,GHI,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed,Time
0,0,0,20,970,93.02,177.08,234.4,0.3,2000-01-01 00:00:00
0,0,0,19,970,97.36,164.22,264.5,0.4,2000-01-01 01:00:00
0,0,0,19,960,100.0,150.44,286.8,0.5,2000-01-01 02:00:00
0,0,0,19,960,98.15,136.67000000000002,303.40000000000003,0.7000000000000001,2000-01-01 03:00:00
0,0,0,19,960,96.73,123.02,309.70000000000005,0.8,2000-01-01 04:00:00
0,0,0,16,970,69.04,109.49,130.0,1.7000000000000002,2000-01-01 05:00:00
0,0,0,16,970,70.12,96.31,128.8,1.7000000000000002,2000-01-01 06:00:00
49,74,58,18,970,63.23,83.58,128.0,1.6,2000-01-01 07:00:00
147,363,262,21,970,52.41,71.55,128.5,1.4,2000-01-01 08:00:00
160,611,460,25,970,41.7,60.65,124.2,1.5,2000-01-01 09:00:00
183,697,617,28,970,34.82,51.6,114.7,1.4,2000-01-01 10:00:00
196,740,714,29,970,32.79,45.54,109.2,1.3,2000-01-01 11:00:00
199,750,741,30,970,31.74,43.74,105.4,1.2000000000000002,2000-01-01 12:00:00
193,732,696,29,970,31.45,46.68,99.9,1.1,2000-01-01 13:00:00
178,680,582,29,970,32.17,53.59,94.3,1.1,2000-01-01 14:00:00
151,579,413,27,970,34.45,63.190000000000005,89.60000000000001,1.1,2000-01-01 15:00:00
110,350,204,25,970,45.34,74.42,94.2,1.3,2000-01-01 16:00:00
9,0,9,22,970,56.28,86.65,102.4,1.7000000000000002,2000-01-01 17:00:00
0,0,0,21,970,57.28,99.51,108.0,1.9,2000-01-01 18:00:00
0,0,0,21,970,58.11,112.77,113.6,2.1,2000-01-01 19:00:00
0,0,0,20,970,59.22,126.29,115.9,2.2,2000-01-01 20:00:00
0,0,0,19,970,60.52,139.97,116.9,2.2,2000-01-01 21:00:00
0,0,0,19,970,61.79,153.75,117.2,2.2,2000-01-01 22:00:00
0,0,0,18,970,63.02,167.52,116.8,2.2,2000-01-01 23:00:00
0,0,0,18,970,64.14,177.11,115.4,2.1,2000-01-02 00:00:00
0,0,0,17,970,65.37,164.25,112.5,2.1,2000-01-02 01:00:00
0,0,0,16,970,66.92,150.46,106.6,1.8,2000-01-02 02:00:00
0,0,0,16,970,68.65,136.70000000000002,95.9,1.6,2000-01-02 03:00:00
0,0,0,15,970,70.51,123.04,82.5,1.4,2000-01-02 04:00:00
0,0,0,15,970,72.51,109.57,70.0,1.5,2000-01-02 05:00:00
0,0,0,15,970,74.68,96.39,62.900000000000006,1.7000000000000002,2000-01-02 06:00:00
49,72,57,17,970,67.9,83.65,60.900000000000006,1.8,2000-01-02 07:00:00
118,446,259,20,970,58.2,71.60000000000001,66.3,1.4,2000-01-02 08:00:00
159,605,456,25,970,44.0,60.67,82.2,1.6,2000-01-02 09:00:00
183,692,613,27,970,36.04,51.6,85.0,1.5,2000-01-02 10:00:00
195,735,710,29,970,33.58,45.5,81.30000000000001,1.4,2000-01-02 11:00:00
198,746,739,29,970,32.6,43.65,80.10000000000001,1.3,2000-01-02 12:00:00
193,729,695,29,970,32.58,46.56,79.30000000000001,1.2000000000000002,2000-01-02 13:00:00
178,678,582,28,970,33.480000000000004,53.46,79.9,1.2000000000000002,2000-01-02 14:00:00
152,579,414,27,970,35.980000000000004,63.05,80.30000000000001,1.2000000000000002,2000-01-02 15:00:00
105,395,212,24,970,46.27,74.29,85.30000000000001,1.3,2000-01-02 16:00:00
11,0,11,22,970,58.46,86.52,93.6,1.5,2000-01-02 17:00:00
0,0,0,21,970,59.83,99.39,99.9,1.7000000000000002,2000-01-02 18:00:00
0,0,0,20,970,61.08,112.65,105.6,1.8,2000-01-02 19:00:00
0,0,0,20,970,62.73,126.17,107.7,1.8,2000-01-02 20:00:00
0,0,0,19,970,64.36,139.86,107.7,1.7000000000000002,2000-01-02 21:00:00
0,0,0,18,970,66.05,153.65,107.8,1.6,2000-01-02 22:00:00
0,0,0,18,970,67.47,167.43,109.7,1.5,2000-01-02 23:00:00
0,0,0,17,970,68.73,177.25,112.3,1.4,2000-01-03 00:00:00
0,0,0,17,970,70.29,164.37,113.6,1.2000000000000002,2000-01-03 01:00:00
0,0,0,16,970,71.67,150.57,121.1,1.0,2000-01-03 02:00:00
0,0,0,16,970,74.65,136.79,132.9,0.9,2000-01-03 03:00:00
0,0,0,15,970,73.57000000000001,123.13,141.6,0.8,2000-01-03 04:00:00
0,0,0,15,970,75.43,109.65,147.4,0.7000000000000001,2000-01-03 05:00:00
0,0,0,15,970,79.28,96.46,151.5,0.6000000000000001,2000-01-03 06:00:00
50,88,60,18,970,88.69,83.71000000000001,153.70000000000002,0.5,2000-01-03 07:00:00
118,446,258,21,970,60.18,71.64,140.8,0.2,2000-01-03 08:00:00
159,606,456,26,970,44.92,60.69,85.7,0.3,2000-01-03 09:00:00
183,693,614,28,970,36.55,51.59,37.6,0.7000000000000001,2000-01-03 10:00:00
195,736,712,29,970,33.96,45.45,19.9,0.9,2000-01-03 11:00:00
199,747,741,30,970,32.46,43.56,11.2,1.1,2000-01-03 12:00:00
193,730,697,30,970,31.76,46.44,5.800000000000001,1.3,2000-01-03 13:00:00
179,679,584,29,970,32.01,53.33,3.9,1.3,2000-01-03 14:00:00
152,580,416,28,970,33.82,62.91,6.5,1.3,2000-01-03 15:00:00
106,398,215,26,970,47.29,74.15,16.6,1.1,2000-01-03 16:00:00
13,0,13,23,970,53.78,86.39,30.1,0.9,2000-01-03 17:00:00
0,0,0,22,970,56.6,99.25,43.900000000000006,0.8,2000-01-03 18:00:00
0,0,0,21,970,53.58,112.52,60.7,0.7000000000000001,2000-01-03 19:00:00
0,0,0,20,970,62.56,126.05,73.60000000000001,0.8,2000-01-03 20:00:00
0,0,0,19,970,60.92,139.74,83.4,1.1,2000-01-03 21:00:00
0,0,0,19,970,65.63,153.54,92.6,1.3,2000-01-03 22:00:00
0,0,0,18,970,61.52,167.33,99.5,1.5,2000-01-03 23:00:00
0,0,0,17,970,65.15,177.38,102.8,1.7000000000000002,2000-01-04 00:00:00
0,0,0,17,970,70.36,164.48,101.6,1.8,2000-01-04 01:00:00
0,0,0,16,970,74.93,150.67000000000002,98.4,1.6,2000-01-04 02:00:00
0,0,0,15,970,76.96000000000001,136.89,93.5,1.3,2000-01-04 03:00:00
0,0,0,15,970,78.57000000000001,123.22,88.2,1.2000000000000002,2000-01-04 04:00:00
0,0,0,14,970,79.55,109.73,83.4,1.1,2000-01-04 05:00:00
0,0,0,14,970,80.76,96.53,77.0,1.0,2000-01-04 06:00:00
49,51,55,17,970,88.07000000000001,83.76,72.10000000000001,0.9,2000-01-04 07:00:00
118,449,260,20,970,61.07,71.68,82.4,0.8,2000-01-04 08:00:00
159,610,458,25,970,47.3,60.71,102.3,0.9,2000-01-04 09:00:00
183,697,617,28,970,39.31,51.57,103.7,0.8,2000-01-04 10:00:00
196,739,715,29,970,35.230000000000004,45.39,87.30000000000001,0.7000000000000001,2000-01-04 11:00:00
199,750,744,30,970,33.25,43.46,70.3,0.7000000000000001,2000-01-04 12:00:00
194,732,699,30,970,32.660000000000004,46.31,59.8,0.7000000000000001,2000-01-04 13:00:00
179,680,587,29,970,33.26,53.19,54.400000000000006,0.7000000000000001,2000-01-04 14:00:00
152,582,419,28,970,35.36,62.77,58.900000000000006,0.7000000000000001,2000-01-04 15:00:00
110,377,214,25,970,46.31,74.01,79.2,0.9,2000-01-04 16:00:00
14,0,14,23,970,59.76,86.25,100.0,1.2000000000000002,2000-01-04 17:00:00
0,0,0,22,970,53.41,99.12,111.3,1.6,2000-01-04 18:00:00
0,0,0,21,970,59.89,112.39,117.9,2.0,2000-01-04 19:00:00
0,0,0,20,970,61.07,125.93,121.4,2.3000000000000003,2000-01-04 20:00:00
0,0,0,19,970,62.68,139.63,124.2,2.6,2000-01-04 21:00:00
0,0,0,19,970,64.61,153.43,127.0,2.7,2000-01-04 22:00:00
0,0,0,18,970,66.57000000000001,167.24,129.0,2.7,2000-01-04 23:00:00
0,0,0,17,970,68.26,177.52,129.8,2.6,2000-01-05 00:00:00
0,0,0,17,970,69.7,164.59,129.4,2.5,2000-01-05 01:00:00
0,0,0,16,970,71.3,150.77,125.6,2.1,2000-01-05 02:00:00
0,0,0,16,970,72.65,136.98,117.5,1.7000000000000002,2000-01-05 03:00:00
0,0,0,16,970,73.82000000000001,123.3,107.1,1.5,2000-01-05 04:00:00
0,0,0,15,970,74.78,109.81,97.7,1.6,2000-01-05 05:00:00
0,0,0,15,970,76.11,96.59,92.1,1.8,2000-01-05 06:00:00
47,66,55,18,970,68.56,83.81,89.30000000000001,1.8,2000-01-05 07:00:00
147,360,260,21,970,57.83,71.71000000000001,92.3,1.6,2000-01-05 08:00:00
160,611,459,25,970,42.69,60.72,97.8,1.4,2000-01-05 09:00:00
183,697,617,28,970,34.51,51.54,94.8,0.9,2000-01-05 10:00:00
196,739,715,29,970,32.09,45.32,86.30000000000001,0.7000000000000001,2000-01-05 11:00:00
199,749,744,29,970,30.96,43.35,81.60000000000001,0.5,2000-01-05 12:00:00
194,731,700,29,970,30.7,46.18,79.5,0.4,2000-01-05 13:00:00
195,641,581,29,970,31.43,53.04,63.900000000000006,0.4,2000-01-05 14:00:00
153,583,421,27,970,33.57,62.620000000000005,51.2,0.5,2000-01-05 15:00:00
110,387,218,24,970,43.91,73.86,55.7,0.8,2000-01-05 16:00:00
13,0,13,22,970,57.76,86.11,67.0,1.1,2000-01-05 17:00:00
0,0,0,21,970,50.73,98.99,72.9,1.4,2000-01-05 18:00:00
0,0,0,21,970,52.98,112.27,77.4,1.5,2000-01-05 19:00:00
0,0,0,20,970,52.27,125.81,80.2,1.6,2000-01-05 20:00:00
0,0,0,19,970,58.64,139.52,82.10000000000001,1.7000000000000002,2000-01-05 21:00:00
0,0,0,18,970,58.82,153.33,81.5,1.7000000000000002,2000-01-05 22:00:00
0,0,0,17,970,62.85,167.15,74.5,1.7000000000000002,2000-01-05 23:00:00
0,0,0,17,970,62.82,177.67000000000002,61.2,1.7000000000000002,2000-01-06 00:00:00
0,0,0,16,970,67.53,164.71,47.1,1.9,2000-01-06 01:00:00
0,0,0,15,970,69.38,150.87,40.7,2.0,2000-01-06 02:00:00
0,0,0,14,970,70.73,137.07,43.2,2.0,2000-01-06 03:00:00
0,0,0,13,970,71.56,123.38,49.2,2.0,2000-01-06 04:00:00
0,0,0,13,970,72.07000000000001,109.88,53.0,2.1,2000-01-06 05:00:00
0,0,0,13,970,71.64,96.65,53.3,2.1,2000-01-06 06:00:00
49,83,58,15,970,59.28,83.86,53.6,1.8,2000-01-06 07:00:00
126,423,259,18,970,48.03,71.74,59.5,1.4,2000-01-06 08:00:00
161,612,461,23,970,36.12,60.72,63.5,1.4,2000-01-06 09:00:00
178,710,620,27,970,27.91,51.51,50.2,1.6,2000-01-06 10:00:00
198,755,730,28,970,24.99,45.25,35.6,1.5,2000-01-06 11:00:00
201,768,761,29,970,23.07,43.23,26.700000000000003,1.6,2000-01-06 12:00:00
196,752,719,29,970,21.64,46.03,21.5,1.8,2000-01-06 13:00:00
182,704,607,28,970,20.95,52.89,23.700000000000003,1.9,2000-01-06 14:00:00
154,601,432,27,970,21.88,62.47,33.300000000000004,1.8,2000-01-06 15:00:00
117,372,222,24,970,34.77,73.72,49.3,1.7000000000000002,2000-01-06 16:00:00
18,0,18,21,970,45.63,85.97,66.60000000000001,1.7000000000000002,2000-01-06 17:00:00
0,0,0,20,970,47.12,98.86,78.5,1.7000000000000002,2000-01-06 18:00:00
0,0,0,19,970,48.75,112.14,88.10000000000001,1.5,2000-01-06 19:00:00
0,0,0,18,970,50.63,125.69,85.80000000000001,1.4,2000-01-06 20:00:00
0,0,0,17,970,52.13,139.4,75.0,1.3,2000-01-06 21:00:00
0,0,0,17,970,53.65,153.22,64.8,1.3,2000-01-06 22:00:00
0,0,0,16,970,49.5,167.06,60.8,1.3,2000-01-06 23:00:00
0,0,0,15,970,55.19,177.82,60.7,1.4,2000-01-07 00:00:00
0,0,0,14,970,51.23,164.82,60.8,1.4,2000-01-07 01:00:00
0,0,0,14,970,55.84,150.97,67.0,1.5,2000-01-07 02:00:00
0,0,0,13,970,50.96,137.16,74.0,1.7000000000000002,2000-01-07 03:00:00
0,0,0,12,970,53.48,123.46,79.60000000000001,1.9,2000-01-07 04:00:00
0,0,0,12,970,58.75,109.95,83.0,2.0,2000-01-07 05:00:00
0,0,0,12,970,60.75,96.71,84.2,2.2,2000-01-07 06:00:00
48,81,57,15,970,51.31,83.9,85.30000000000001,2.1,2000-01-07 07:00:00
124,443,263,18,970,41.07,71.76,90.2,1.8,2000-01-07 08:00:00
157,620,461,22,970,32.78,60.71,92.9,1.7000000000000002,2000-01-07 09:00:00
178,711,621,26,970,21.91,51.47,87.4,1.9,2000-01-07 10:00:00
190,753,721,27,970,20.19,45.17,87.7,1.8,2000-01-07 11:00:00
203,781,773,28,970,19.32,43.11,91.7,1.7000000000000002,2000-01-07 12:00:00
191,744,709,28,970,19.17,45.89,98.1,1.6,2000-01-07 13:00:00
172,711,603,27,970,19.82,52.73,100.9,1.6,2000-01-07 14:00:00
154,603,435,26,970,21.86,62.31,100.1,1.5,2000-01-07 15:00:00
117,380,225,23,970,34.83,73.57000000000001,98.9,1.4,2000-01-07 16:00:00
16,0,16,20,970,44.96,85.83,94.7,1.4,2000-01-07 17:00:00
0,0,0,19,970,45.0,98.72,92.4,1.4,2000-01-07 18:00:00
0,0,0,18,970,44.67,112.01,99.8,1.5,2000-01-07 19:00:00
0,0,0,18,970,46.37,125.57,107.6,1.6,2000-01-07 20:00:00
0,0,0,17,970,47.34,139.29,114.1,1.7000000000000002,2000-01-07 21:00:00
0,0,0,16,970,50.15,153.12,122.5,1.7000000000000002,2000-01-07 22:00:00
0,0,0,16,970,49.77,166.97,132.6,1.7000000000000002,2000-01-07 23:00:00
0,0,0,15,970,52.27,177.98,141.70000000000002,1.8,2000-01-08 00:00:00
0,0,0,14,970,51.91,164.92000000000002,148.8,1.8,2000-01-08 01:00:00
0,0,0,14,970,54.66,151.06,151.3,1.7000000000000002,2000-01-08 02:00:00
0,0,0,13,970,54.39,137.25,151.70000000000002,1.7000000000000002,2000-01-08 03:00:00
0,0,0,13,970,56.72,123.54,151.70000000000002,1.5,2000-01-08 04:00:00
0,0,0,13,970,57.2,110.01,149.5,1.4,2000-01-08 05:00:00
0,0,0,13,970,57.81,96.76,143.1,1.2000000000000002,2000-01-08 06:00:00
47,80,56,16,970,52.17,83.94,130.20000000000002,1.0,2000-01-08 07:00:00
145,380,264,19,970,43.02,71.78,123.1,1.0,2000-01-08 08:00:00
161,625,467,23,970,36.16,60.7,119.0,1.1,2000-01-08 09:00:00
185,713,630,27,970,26.78,51.43,114.7,1.6,2000-01-08 10:00:00
198,756,732,28,970,24.32,45.08,107.1,1.5,2000-01-08 11:00:00
193,766,754,29,970,23.31,42.98,99.5,1.3,2000-01-08 12:00:00
189,748,712,29,970,23.05,45.73,88.60000000000001,1.2000000000000002,2000-01-08 13:00:00
182,700,608,28,970,23.63,52.57,76.10000000000001,1.1,2000-01-08 14:00:00
156,602,437,27,970,25.55,62.15,69.10000000000001,1.1,2000-01-08 15:00:00
118,388,229,24,970,39.07,73.42,77.0,1.2000000000000002,2000-01-08 16:00:00
18,0,18,21,970,47.55,85.69,91.6,1.4,2000-01-08 17:00:00
0,0,0,20,970,48.8,98.59,104.9,1.6,2000-01-08 18:00:00
0,0,0,19,970,51.0,111.89,117.0,1.7000000000000002,2000-01-08 19:00:00
0,0,0,19,970,52.97,125.45,125.4,1.9,2000-01-08 20:00:00
0,0,0,18,970,54.26,139.18,131.20000000000002,2.0,2000-01-08 21:00:00
0,0,0,17,970,55.56,153.01,136.3,2.1,2000-01-08 22:00:00
0,0,0,17,970,56.77,166.88,141.8,2.2,2000-01-08 23:00:00
0,0,0,16,970,57.76,178.14,146.70000000000002,2.3000000000000003,2000-01-09 00:00:00
0,0,0,15,970,58.91,165.03,151.4,2.3000000000000003,2000-01-09 01:00:00
0,0,0,15,970,60.4,151.16,156.3,2.2,2000-01-09 02:00:00
0,0,0,14,970,61.81,137.33,161.10000000000002,1.9,2000-01-09 03:00:00
0,0,0,14,970,63.06,123.61,164.10000000000002,1.8,2000-01-09 04:00:00
0,0,0,13,970,64.31,110.07,165.20000000000002,1.6,2000-01-09 05:00:00
0,0,0,14,970,62.53,96.81,166.3,1.4,2000-01-09 06:00:00
47,78,56,17,970,62.52,83.97,168.8,1.2000000000000002,2000-01-09 07:00:00
126,421,258,20,970,46.72,71.79,175.10000000000002,0.9,2000-01-09 08:00:00
160,613,461,25,970,38.79,60.69,179.4,0.8,2000-01-09 09:00:00
185,705,625,28,970,28.33,51.370000000000005,184.2,0.8,2000-01-09 10:00:00
197,749,727,30,970,25.15,44.98,182.1,0.6000000000000001,2000-01-09 11:00:00
201,761,759,31,970,23.66,42.85,177.4,0.5,2000-01-09 12:00:00
197,730,709,31,970,23.29,45.57,166.70000000000002,0.4,2000-01-09 13:00:00
182,695,606,30,970,23.79,52.4,128.6,0.4,2000-01-09 14:00:00
156,600,438,29,970,26.13,61.99,107.8,0.6000000000000001,2000-01-09 15:00:00
113,389,226,26,970,38.76,73.26,113.6,1.0,2000-01-09 16:00:00
20,0,20,23,970,48.65,85.54,124.2,1.6,2000-01-09 17:00:00
0,0,0,22,970,48.44,98.45,132.9,2.1,2000-01-09 18:00:00
0,0,0,21,970,50.06,111.76,140.3,2.6,2000-01-09 19:00:00
0,0,0,20,970,51.89,125.33,145.70000000000002,2.7,2000-01-09 20:00:00
0,0,0,19,970,54.41,139.07,149.4,2.6,2000-01-09 21:00:00
0,0,0,18,970,56.85,152.91,152.5,2.4000000000000004,2000-01-09 22:00:00
0,0,0,18,970,58.79,166.8,155.8,2.3000000000000003,2000-01-09 23:00:00
0,0,0,17,970,60.65,178.31,160.3,2.2,2000-01-10 00:00:00
0,0,0,17,970,62.59,165.13,165.9,2.0,2000-01-10 01:00:00
0,0,0,16,970,64.44,151.25,170.10000000000002,2.0,2000-01-10 02:00:00
0,0,0,16,970,66.13,137.41,172.5,2.0,2000-01-10 03:00:00
0,0,0,15,970,67.77,123.68,172.3,2.2,2000-01-10 04:00:00
0,0,0,15,970,69.60000000000001,110.13,170.5,2.3000000000000003,2000-01-10 05:00:00
0,0,0,15,970,71.24,96.86,168.20000000000002,2.3000000000000003,2000-01-10 06:00:00
46,77,55,18,970,63.92,84.0,165.4,2.1,2000-01-10 07:00:00
118,450,258,21,970,53.1,71.8,161.60000000000002,1.5,2000-01-10 08:00:00
160,613,460,26,970,42.36,60.67,154.4,1.3,2000-01-10 09:00:00
184,701,623,29,970,30.95,51.32,152.4,1.3,2000-01-10 10:00:00
197,745,725,31,970,28.11,44.88,156.70000000000002,1.1,2000-01-10 11:00:00
201,757,757,31,970,26.81,42.7,162.0,1.1,2000-01-10 12:00:00
196,741,716,31,970,26.55,45.4,165.20000000000002,1.0,2000-01-10 13:00:00
182,691,605,31,970,27.52,52.23,162.8,1.0,2000-01-10 14:00:00
156,596,437,29,960,30.22,61.83,155.0,1.0,2000-01-10 15:00:00
114,398,230,26,970,42.96,73.11,143.9,1.2000000000000002,2000-01-10 16:00:00
22,0,22,24,970,54.6,85.4,135.0,1.4,2000-01-10 17:00:00
0,0,0,23,970,55.73,98.31,131.6,1.7000000000000002,2000-01-10 18:00:00
0,0,0,22,970,56.53,111.63,133.0,2.1,2000-01-10 19:00:00
0,0,0,21,970,57.09,125.21,134.3,2.5,2000-01-10 20:00:00
0,0,0,20,970,58.01,138.95000000000002,135.70000000000002,2.8000000000000003,2000-01-10 21:00:00
0,0,0,20,970,59.5,152.81,137.20000000000002,3.0,2000-01-10 22:00:00
0,0,0,19,970,61.0,166.71,139.6,3.2,2000-01-10 23:00:00
0,0,0,18,970,62.65,178.48,142.6,3.3000000000000003,2000-01-11 00:00:00
0,0,0,18,970,64.63,165.24,146.1,3.4000000000000004,2000-01-11 01:00:00
0,0,0,17,970,67.83,151.33,151.3,3.2,2000-01-11 02:00:00
0,0,0,16,970,71.46000000000001,137.48,156.8,3.0,2000-01-11 03:00:00
0,0,0,16,970,75.4,123.75,161.5,2.9000000000000004,2000-01-11 04:00:00
0,0,0,15,970,79.22,110.19,165.0,2.8000000000000003,2000-01-11 05:00:00
0,0,0,15,970,81.69,96.9,167.4,2.7,2000-01-11 06:00:00
47,76,55,18,970,73.16,84.02,169.20000000000002,2.3000000000000003,2000-01-11 07:00:00
117,446,257,21,970,62.42,71.8,163.4,1.9,2000-01-11 08:00:00
159,609,458,26,970,46.71,60.64,153.0,2.2,2000-01-11 09:00:00
184,698,621,29,970,35.53,51.25,148.6,2.5,2000-01-11 10:00:00
197,742,724,31,970,31.66,44.77,148.70000000000002,2.4000000000000004,2000-01-11 11:00:00
200,754,756,32,970,29.68,42.55,150.0,2.4000000000000004,2000-01-11 12:00:00
195,738,715,32,970,28.83,45.23,151.4,2.5,2000-01-11 13:00:00
182,689,605,31,970,29.41,52.06,152.4,2.6,2000-01-11 14:00:00
156,594,438,29,970,31.83,61.66,152.1,2.7,2000-01-11 15:00:00
114,408,234,27,970,40.73,72.95,147.6,2.6,2000-01-11 16:00:00
24,0,24,24,970,53.33,85.25,140.20000000000002,2.6,2000-01-11 17:00:00
0,0,0,23,970,56.59,98.18,135.4,2.7,2000-01-11 18:00:00
0,0,0,22,970,58.41,111.5,133.6,2.8000000000000003,2000-01-11 19:00:00
0,0,0,22,970,59.98,125.09,135.4,2.9000000000000004,2000-01-11 20:00:00
0,0,0,21,970,61.59,138.84,140.8,3.1,2000-01-11 21:00:00
0,0,0,20,970,63.42,152.71,149.4,3.3000000000000003,2000-01-11 22:00:00
0,0,0,19,970,65.82000000000001,166.62,159.20000000000002,3.6,2000-01-11 23:00:00
0,0,0,18,970,69.11,178.66,167.4,3.8,2000-01-12 00:00:00
0,0,0,18,970,73.35000000000001,165.33,173.20000000000002,3.8,2000-01-12 01:00:00
0,0,0,17,970,77.75,151.42000000000002,177.4,3.7,2000-01-12 02:00:00
0,0,0,16,970,81.33,137.56,179.60000000000002,3.5,2000-01-12 03:00:00
0,0,0,16,970,84.23,123.81,179.70000000000002,3.4000000000000004,2000-01-12 04:00:00
0,0,0,15,970,86.7,110.24,178.5,3.2,2000-01-12 05:00:00
0,0,0,15,970,87.15,96.93,177.0,3.1,2000-01-12 06:00:00
47,76,55,18,970,76.57000000000001,84.04,175.60000000000002,2.7,2000-01-12 07:00:00
116,432,251,21,970,63.89,71.79,175.70000000000002,2.3000000000000003,2000-01-12 08:00:00
157,592,448,26,970,46.08,60.61,183.4,2.7,2000-01-12 09:00:00
182,679,608,29,970,38.59,51.18,190.5,2.7,2000-01-12 10:00:00
194,723,709,30,970,35.0,44.65,194.4,2.6,2000-01-12 11:00:00
198,735,742,31,970,33.31,42.4,195.8,2.5,2000-01-12 12:00:00
193,720,702,31,970,33.1,45.05,196.8,2.5,2000-01-12 13:00:00
180,671,594,31,960,34.27,51.88,195.0,2.4000000000000004,2000-01-12 14:00:00
154,578,430,30,960,37.04,61.49,192.6,2.3000000000000003,2000-01-12 15:00:00
143,227,211,27,960,45.99,72.79,186.7,2.2,2000-01-12 16:00:00
27,0,27,25,970,59.17,85.10000000000001,176.20000000000002,2.1,2000-01-12 17:00:00
0,0,0,24,970,61.61,98.04,167.8,2.2,2000-01-12 18:00:00
0,0,0,24,970,62.96,111.37,162.10000000000002,2.4000000000000004,2000-01-12 19:00:00
0,0,0,23,970,64.48,124.97,161.3,2.6,2000-01-12 20:00:00
0,0,0,22,970,66.43,138.74,163.8,2.6,2000-01-12 21:00:00
0,0,0,22,970,68.97,152.61,169.10000000000002,2.5,2000-01-12 22:00:00
0,0,0,21,970,71.12,166.54,177.0,2.4000000000000004,2000-01-12 23:00:00
0,0,0,21,970,73.55,178.84,188.3,2.2,2000-01-13 00:00:00
0,0,0,21,970,77.26,165.43,204.6,2.1,2000-01-13 01:00:00
0,0,0,20,970,81.77,151.5,226.0,1.8,2000-01-13 02:00:00
0,0,0,20,970,85.08,137.63,250.9,1.7000000000000002,2000-01-13 03:00:00
0,0,0,20,970,86.99,123.87,273.90000000000003,1.6,2000-01-13 04:00:00
0,0,0,19,970,88.61,110.28,296.8,1.5,2000-01-13 05:00:00
0,0,0,19,970,88.98,96.96,317.8,1.6,2000-01-13 06:00:00
40,130,53,21,970,80.97,84.05,334.40000000000003,1.6,2000-01-13 07:00:00
115,423,247,24,970,64.76,71.79,345.0,1.6,2000-01-13 08:00:00
157,586,445,27,970,48.03,60.57,344.8,1.8,2000-01-13 09:00:00
181,675,606,30,970,38.05,51.1,333.90000000000003,1.8,2000-01-13 10:00:00
194,721,709,31,970,32.85,44.53,318.90000000000003,1.8,2000-01-13 11:00:00
198,736,744,32,970,30.12,42.23,305.40000000000003,1.9,2000-01-13 12:00:00
194,723,707,32,970,28.78,44.87,298.3,2.2,2000-01-13 13:00:00
181,678,601,31,960,28.54,51.69,296.5,2.4000000000000004,2000-01-13 14:00:00
156,589,438,30,960,29.52,61.32,298.5,2.7,2000-01-13 15:00:00
112,421,238,27,960,34.89,72.63,304.7,2.7,2000-01-13 16:00:00
25,0,25,25,970,45.93,84.95,313.5,2.8000000000000003,2000-01-13 17:00:00
0,0,0,23,970,48.84,97.9,320.90000000000003,2.9000000000000004,2000-01-13 18:00:00
0,0,0,22,970,51.42,111.25,326.3,2.9000000000000004,2000-01-13 19:00:00
0,0,0,21,970,54.66,124.85,335.1,2.7,2000-01-13 20:00:00
0,0,0,21,970,57.69,138.63,344.6,2.4000000000000004,2000-01-13 21:00:00
0,0,0,20,970,60.06,152.51,352.1,2.2,2000-01-13 22:00:00
0,0,0,19,970,62.05,166.46,357.40000000000003,2.0,2000-01-13 23:00:00
0,0,0,19,970,63.71,179.03,1.3,1.9,2000-01-14 00:00:00
0,0,0,18,970,65.15,165.52,5.1000000000000005,1.8,2000-01-14 01:00:00
0,0,0,17,970,66.75,151.57,4.5,1.8,2000-01-14 02:00:00
0,0,0,17,970,68.45,137.69,2.5,1.9,2000-01-14 03:00:00
0,0,0,16,970,70.11,123.92,0.9,2.0,2000-01-14 04:00:00
0,0,0,16,970,71.82000000000001,110.32,359.6,2.0,2000-01-14 05:00:00
0,0,0,16,970,73.5,96.99,358.1,1.8,2000-01-14 06:00:00
46,75,54,19,970,63.98,84.06,356.1,1.4,2000-01-14 07:00:00
117,439,254,22,970,50.370000000000005,71.77,349.90000000000003,0.8,2000-01-14 08:00:00
159,601,455,27,970,36.59,60.52,300.6,0.5,2000-01-14 09:00:00
183,688,616,30,970,31.45,51.02,238.6,0.7000000000000001,2000-01-14 10:00:00
196,732,719,31,970,29.19,44.4,227.6,1.1,2000-01-14 11:00:00
199,744,752,32,970,28.19,42.06,227.5,1.3,2000-01-14 12:00:00
195,729,714,32,960,28.38,44.68,230.8,1.4,2000-01-14 13:00:00
181,682,606,32,960,29.68,51.5,235.5,1.4,2000-01-14 14:00:00
156,591,441,30,960,32.37,61.14,239.3,1.3,2000-01-14 15:00:00
113,422,240,28,960,41.66,72.47,241.4,1.1,2000-01-14 16:00:00
31,0,31,25,960,57.120000000000005,84.8,243.8,0.8,2000-01-14 17:00:00
0,0,0,24,970,56.38,97.76,236.3,0.6000000000000001,2000-01-14 18:00:00
0,0,0,24,970,58.89,111.12,214.4,0.5,2000-01-14 19:00:00
0,0,0,23,970,62.85,124.73,193.1,0.3,2000-01-14 20:00:00
0,0,0,22,970,64.55,138.52,177.20000000000002,0.2,2000-01-14 21:00:00
0,0,0,22,970,67.98,152.41,298.2,0.1,2000-01-14 22:00:00
